λέγουσι	V-3ppia---
Πέρσαι	N--p---mn-
,	punct
οὐκ	D---------
ὡς	D---------
Ἕλληνές	N--p---mn-
,	punct
καὶ	C---------
τῶν	S--p---qg-
ἀδικημάτων	N--p---ng-
πρῶτον	M--s---oa-
τοῦτο	Pd-s---na-
ἄρξαι	V---ana---
.	punct
μετὰ	R---------
δὲ	Gf--------
ταῦτα	Pd-p---na-
Ἑλλήνων	N--p---mg-
τινάς	Px-p---ma-
(	punct
οὐ	D---------
(	punct
γὰρ	D---------
ἔχουσι	V-3ppia---
τὸ	S--s---na-
ὄνομα	N--s---na-
ἀπηγήσασθαι	V---anm---
)	punct
φασὶ	V-3ppia---
τῆς	S--s---fg-
Φοινίκης	N--s---fg-
ἐς	R---------
Τύρον	N--s---fa-
προσσχόντας	V--papama-
ἁρπάσαι	V---ana---
τοῦ	S--s---og-
βασιλέος	N--s---mg-
τὴν	S--s---fa-
θυγατέρα	N--s---fa-
Εὐρώπην	N--s---fa-
.	punct
εἴησαν	V-3ppoa---
δ’	Gf--------
ἄν	D---------
οὗτοι	Pd-p---mn-
Κρῆτες	N--p---mn-
.	punct
ταῦτα	Pd-p---na-
μὲν	D---------
δὴ	D---------
ἴσα	A--p---na-
πρὸς	R---------
ἴσα	A--p---na-
σφι	Pp3p---md-
γενέσθαι	V---anm---
,	punct
μετὰ	R---------
δὲ	Gf--------
ταῦτα	Pd-p---na-
Ἕλληνας	N--p---ma-
αἰτίους	A--p---ma-
τῆς	S--s---fg-
δευτέρης	M--s---fg-
ἀδικίης	N--s---fg-
γενέσθαι	V---anm---
:	punct
καταπλώσαντας	V--papama-
γὰρ	D---------
μακρῇ	A--s---fd-
νηί	N--s---fd-
ἐς	R---------
Αἶαν	N--s---fa-
τε	C---------
τὴν	S--s---fa-
Κολχίδα	N--s---fa-
καὶ	C---------
ἐπὶ	R---------
Φᾶσιν	N--s---ma-
ποταμόν	N--s---ma-
,	punct
ἐνθεῦτεν	D---------
,	punct
διαπρηξαμένους	V--papmma-
καὶ	D---------
τὰ	S--p---na-
ἄλλα	Px-p---na-
τῶν	Pr-p---qg-
εἵνεκεν	R---------
ἀπίκατο	V-3plie---
,	punct
ἁρπάσαι	V---ana---
τοῦ	S--s---mg-
βασιλέος	N--s---mg-
τὴν	S--s---fa-
θυγατέρα	N--s---fa-
Μηδείην	N--s---fa-
.	punct
πέμψαντά	V--sapama-
δὲ	Gf--------
τὸν	S--s---ma-
Κόλχων	N--p---mg-
βασιλέα	N--s---ma-
ἐς	R---------
τὴν	S--s---fa-
Ἑλλάδα	N--s---fa-
κήρυκα	N--s---ma-
αἰτέειν	V---pna---
τε	C---------
δίκας	N--p---fa-
τῆς	S--s---fg-
ἁρπαγῆς	N--s---fg-
καὶ	C---------
ἀπαιτέειν	V---pna---
τὴν	S--s---fa-
θυγατέρα	N--s---fa-
.	punct
τοὺς	Pp3p---ma-
δὲ	Gf--------
ὑποκρίνασθαι	V---anm---
ὡς	C---------
οὐδὲ	D---------
ἐκεῖνοι	Pd-p---mn-
Ἰοῦς	N--s---fg-
τῆς	S--s---fg-
Ἀργείης	A--s---fg-
ἔδοσάν	V-3paia---
σφι	Pp3p---md-
δίκας	N--p---fa-
τῆς	S--s---fg-
ἁρπαγῆς	N--s---fg-
:	punct
οὐδὲ	D---------
ὤν	Gf--------
αὐτοὶ	Pp3p---mn-
δώσειν	V---fna---
ἐκείνοισι	Pd-p---md-
.	punct
δευτέρῃ	M--s---fd-
δὲ	Gf--------
λέγουσι	V-3ppia---
γενεῇ	N--s---fd-
μετὰ	R---------
ταῦτα	Pd-p---na-
Ἀλέξανδρον	N--s---ma-
τὸν	S--s---ma-
Πριάμου	N--s---mg-
,	punct
ἀκηκοότα	V--srpama-
ταῦτα	Pd-p---na-
,	punct
ἐθελῆσαί	V---ana---
οἱ	Pp3s---md-
ἐκ	R---------
τῆς	S--s---fg-
Ἑλλάδος	N--s---fg-
δι’	R---------
ἁρπαγῆς	N--s---fg-
γενέσθαι	V---anm---
γυναῖκα	N--s---fa-
,	punct
ἐπιστάμενον	V--sppema-
πάντως	D---------
ὅτι	C---------
οὐ	D---------
δώσει	V-3sfia---
δίκας	N--p---fa-
.	punct
οὐδὲ	D---------
γὰρ	D---------
ἐκείνους	Pd-p---ma-
διδόναι	V---pna---
.	punct
οὕτω	D---------
δὴ	D---------
ἁρπάσαντος	V--sapamg-
αὐτοῦ	Pp3s---mg-
Ἑλένην	N--s---fa-
,	punct
τοῖσι	S--p---od-
Ἕλλησι	N--p---md-
δόξαι	V---ana---
πρῶτὸν	M--s---na-
πέμψαντας	V--papama-
ἀγγέλους	N--p---ma-
ἀπαιτέειν	V---pna---
τε	C---------
Ἑλένην	N--s---fa-
καὶ	C---------
δίκας	N--p---fa-
τῆς	S--s---fg-
ἁρπαγῆς	N--s---fg-
αἰτέειν	V---pna---
.	punct
τοὺς	Pp3p---ma-
δέ	Gf--------
,	punct
προϊσχομένων	V--pppemg-
ταῦτα	Pd-p---na-
,	punct
προφέρειν	V---pna---
σφι	Pp3p---md-
Μηδείης	N--s---fg-
τὴν	S--s---fa-
ἁρπαγήν	N--s---fa-
,	punct
ὡς	C---------
οὐ	D---------
δόντες	V--papamn-
αὐτοὶ	Pp3p---mn-
δίκας	N--p---fa-
οὐδὲ	C---------
ἐκδόντες	V--papamn-
ἀπαιτεόντων	V--pppamg-
βουλοίατό	V-3ppoe---
σφι	Pp3p---md-
παρ’	R---------
ἄλλων	A--p---mg-
δίκας	N--p---fa-
γίνεσθαι	V---pnm---
.	punct
μέχρι	R---------
μὲν	D---------
ὤν	Gf--------
τούτου	Pd-s---ng-
ἁρπαγάς	N--p---fa-
μούνας	A--p---fa-
εἶναι	V---pna---
παρ’	R---------
ἀλλήλων	Pc-p---mg-
,	punct
τὸ	S--s---na-
δὲ	Gf--------
ἀπὸ	R---------
τούτου	Pd-s---ng-
Ἕλληνας	N--p---ma-
δὴ	D---------
μεγάλως	D---------
αἰτίους	A--p---ma-
γενέσθαι	V---anm---
:	punct
προτέρους	A--p---mac
γὰρ	D---------
ἄρξαι	V---ana---
στρατεύεσθαι	V---pnm---
ἐς	R---------
τὴν	S--s---fa-
Ἀσίην	N--s---fa-
ἢ	D---------
σφέας	Pp3p---ma-
ἐς	R---------
τὴν	S--s---fa-
Εὐρώπην	N--s---fa-
.	punct
τὸ	S--s---na-
μέν	Gf--------
νυν	D---------
ἁρπάζειν	V---pna---
γυναῖκας	N--p---fa-
ἀνδρῶν	N--p---mg-
ἀδίκων	A--p---mg-
νομίζειν	V---pna---
ἔργον	N--s---na-
εἶναι	V---pna---
,	punct
τὸ	S--s---na-
δὲ	Gf--------
ἁρπασθεισέων	V--pappfg-
σπουδήν	N--s---fa-
ποιήσασθαι	V---anm---
τιμωρέειν	V---pna---
ἀνοήτων	A--p---mg-
,	punct
τὸ	S--s---na-
δὲ	Gf--------
μηδεμίαν	Px-s---fa-
ὤρην	N--s---fa-
ἔχειν	V---pna---
ἁρπασθεισέων	V--pappfg-
σωφρόνων	V--sppamn-
:	punct
δῆλα	A--p---nn-
γὰρ	D---------
δὴ	D---------
ὅτι	C---------
,	punct
εἰ	C---------
μὴ	D---------
αὐταὶ	Pd-p---fn-
ἐβούλοντο	V-3piim---
,	punct
οὐκ	D---------
ἂν	D---------
ἡρπάζοντο	V-3piim---
.	punct
σφέας	Pp3p---ma-
μὲν	D---------
δὴ	D---------
τοὺς	S--p---ma-
ἐκ	R---------
τῆς	S--s---fg-
Ἀσίης	N--s---fg-
λέγουσι	V-3ppia---
Πέρσαι	N--p---mn-
ἁρπαζομενέων	V--pppmfg-
τῶν	S--p---mg-
γυναικῶν	N--p---fg-
λόγον	N--s---ma-
οὐδένα	Px-s---ma-
ποιήσασθαι	V---anm---
,	punct
Ἕλληνας	N--p---ma-
δὲ	Gf--------
Λακεδαιμονίης	A--s---fg-
εἵνεκεν	R---------
γυναικὸς	N--s---fg-
στόλον	N--s---ma-
μέγαν	A--s---ma-
συναγεῖραι	V---ana---
καὶ	C---------
ἔπειτα	D---------
ἐλθόντας	V--papama-
ἐς	R---------
τὴν	S--s---fa-
Ἀσίην	N--s---fa-
τὴν	S--s---fa-
Πριάμου	N--s---mg-
δύναμιν	N--s---fa-
κατελεῖν	V---ana---
.	punct
ἀπὸ	R---------
τούτου	Pd-s---ng-
αἰεὶ	D---------
ἡγήσασθαι	V---anm---
τὸ	S--s---na-
Ἑλληνικὸν	A--s---nn-
σφίσι	Pp3p---md-
εἶναι	V---pna---
πολέμιον	A--s---oa-
.	punct
τὴν	S--s---fa-
γὰρ	D---------
Ἀσίην	N--s---fa-
καὶ	C---------
τὰ	S--p---na-
ἐνοικέοντα	V--pppana-
ἔθνεα	N--p---na-
βάρβαρα	A--p---na-
οἰκηιεῦνται	V-3ppim---
οἱ	S--p---mn-
Πέρσαι	N--p---mn-
,	punct
τὴν	S--s---fa-
δὲ	Gf--------
Εὐρώπην	N--s---fa-
καὶ	C---------
τὸ	S--s---na-
Ἑλληνικόν	A--s---nn-
ἥγηνται	V-3prim---
κεχωρίσθαι	V---rnm---
.	punct
οὕτω	D---------
μὲν	D---------
Πέρσαι	N--p---mn-
λέγουσι	V-3ppia---
γενέσθαι	V---anm---
,	punct
καὶ	C---------
διὰ	R---------
τὴν	S--s---fa-
Ἰλίου	N--s---fg-
ἅλωσιν	N--s---fa-
εὑρίσκουσι	V-3ppia---
σφίσι	Pp3p---md-
ἐοῦσαν	V--sppafa-
τὴν	S--s---fa-
ἀρχήν	N--s---fa-
τῆς	S--s---fg-
ἔχθρης	N--s---fg-
τῆς	S--s---fg-
ἐς	R---------
τοὺς	S--p---ma-
Ἕλληνας	N--p---ma-
.	punct
περὶ	R---------
δὲ	Gf--------
τῆς	S--s---fg-
Ἰοῦς	N--s---fg-
οὐκ	D---------
ὁμολογέουσι	V-3ppia---
Πέρσῃσι	N--p---md-
οὕτω	D---------
Φοίνικες	N--p---mn-
:	punct
οὐ	D---------
γὰρ	D---------
ἁρπαγῇ	N--s---fd-
σφέας	Pp3p---ma-
χρησαμένους	V--papmma-
λέγουσι	V-3ppia---
ἀγαγεῖν	V---ana---
αὐτήν	Pp3s---fa-
ἐς	R---------
Αἴγυπτον	N--s---fa-
,	punct
ἀλλ’	C---------
ὡς	C---------
ἐν	R---------
τῷ	S--s---od-
Ἄργεϊ	N--s---nd-
ἐμίσγετο	V-3siim---
τῷ	S--s---od-
ναυκλήρῳ	N--s---md-
τῆς	S--s---fg-
νέος	N--s---fg-
:	punct
ἐπεὶ	C---------
δ’	Gf--------
ἔμαθε	V-3saia---
ἔγκυος	A--s---fn-
ἐοῦσα	V--sppafn-
,	punct
αἰδεομένη	V--sppmfn-
τοὺς	S--p---ma-
τοκέας	N--p---ma-
οὕτω	D---------
δὴ	D---------
ἐθελοντήν	D---------
αὐτήν	Pp3s---fa-
τοῖσι	S--p---od-
Φοίνιξι	N--p---md-
συνεκπλῶσαι	V---ana---
,	punct
ὡς	C---------
ἂν	D---------
μὴ	D---------
κατάδηλος	A--s---fn-
γένηται	V-3sasm---
.	punct
ταῦτα	Pd-p---na-
μέν	Gf--------
νυν	D---------
Πέρσαι	N--p---mn-
τε	C---------
καὶ	C---------
Φοίνικες	N--p---mn-
λέγουσι	V-3ppia---
:	punct
ἐγὼ	Pp1s---mn-
δὲ	Gf--------
περὶ	R---------
μὲν	D---------
τούτων	Pd-p---ng-
οὐκ	D---------
ἔρχομαι	V-1spim---
ἐρέων	V--sfpamn-
ὡς	C---------
οὕτω	D---------
ἢ	C---------
ἄλλως	D---------
κως	Gf--------
ταῦτα	Pd-p---nn-
ἐγένετο	V-3saim---
,	punct
τὸν	Pr-s---ma-
δὲ	Gf--------
οἶδα	V-1sria---
αὐτὸς	Pd-s---mn-
πρῶτον	M--s---na-
ὑπάρξαντα	V--sapama-
ἀδίκων	A--p---og-
ἔργων	N--p---ng-
ἐς	R---------
τοὺς	S--p---ma-
Ἕλληνας	N--p---ma-
,	punct
τοῦτον	Pd-s---ma-
σημήνας	V--sapamn-
προβήσομαι	V-1sfim---
ἐς	R---------
τὸ	S--s---na-
πρόσω	D---------
τοῦ	S--s---og-
λόγου	N--s---mg-
,	punct
ὁμοίως	D---------
σμικρὰ	A--p---na-
καὶ	C---------
μεγάλα	A--p---na-
ἄστεα	N--p---na-
ἀνθρώπων	N--p---mg-
ἐπεξιών	V--sppamn-
.	punct
τὰ	Pr-p---mn-
γὰρ	D---------
τὸ	S--s---na-
πάλαι	D---------
μεγάλα	A--p---nn-
ἦν	V-3siia---
,	punct
τὰ	S--p---nn-
πολλὰ	A--p---nn-
σμικρὰ	A--p---nnc
αὐτῶν	Pp3p---ng-
γέγονε	V-3sria---
:	punct
τὰ	Pr-p---mn-
δὲ	Gf--------
ἐπ’	R---------
ἐμεῦ	Pp1s---mg-
ἦν	V-3siia---
μεγάλα	A--p---nn-
,	punct
πρότερον	A--s---na-
ἦν	V-3siia---
σμικρά	A--p---nnc
.	punct
τὴν	S--s---fa-
ἀνθρωπηίην	A--s---fa-
ὦν	Gf--------
ἐπιστάμενος	V--sppmmn-
εὐδαιμονίην	N--s---fa-
οὐδαμὰ	A--p---na-
ἐν	R---------
τῷ	S--s---od-
αὐτῷ	Pd-s---nd-
μένουσαν	V--sppafa-
,	punct
ἐπιμνήσομαι	V-1sfim---
ἀμφοτέρων	Px-p---ng-
ὁμοίως	D---------
.	punct
Κροῖσος	N--s---mn-
ἦν	V-3siia---
Λυδὸς	N--s---mn-
μὲν	D---------
γένος	N--s---na-
,	punct
παῖς	N--s---mn-
δὲ	Gf--------
Ἀλυάττεω	N--s---mg-
,	punct
τύραννος	N--s---mn-
δὲ	Gf--------
ἐθνέων	N--p---ng-
τῶν	S--p---qg-
ἐντός	R---------
Ἅλυος	N--s---mg-
ποταμοῦ	N--s---mg-
,	punct
ὃς	Pr-s---mn-
ῥέων	V--sppamn-
ἀπὸ	R---------
μεσαμβρίης	N--s---fg-
μεταξὺ	R---------
Συρίων	A--p---mg-
τε	C---------
καὶ	C---------
Παφλαγόνων	N--p---mg-
ἐξιεῖ	V-3spia---
πρὸς	R---------
βορέην	N--s---ma-
ἄνεμον	N--s---ma-
ἐς	R---------
τὸν	S--s---ma-
Εὔξεινον	A--s---qa-
καλεόμενον	V--spppoa-
πόντον	N--s---ma-
.	punct
οὗτος	Pd-s---mn-
ὁ	S--s---mn-
Κροῖσος	N--s---mn-
βαρβάρων	N--p---mg-
πρῶτος	M--s---mn-
τῶν	Pr-p---mg-
ἡμεῖς	Pp1p---mn-
ἴδμεν	V-1pria---
τοὺς	Pp3p---ma-
μὲν	D---------
κατεστρέψατο	V-3saim---
Ἑλλήνων	N--p---mg-
ἐς	R---------
φόρου	N--s---mg-
ἀπαγωγήν	N--s---fa-
,	punct
τοὺς	Pp3p---ma-
δὲ	Gf--------
φίλους	N--p---ma-
προσεποιήσατο	V-3saim---
.	punct
κατεστρέψατο	V-3saim---
μὲν	D---------
Ἴωνάς	N--p---ma-
τε	C---------
καὶ	C---------
Αἰολέας	N--p---ma-
καὶ	C---------
Δωριέας	N--p---ma-
τοὺς	S--p---ma-
ἐν	R---------
τῇ	S--s---fd-
Ἀσίῃ	N--s---fd-
,	punct
φίλους	N--p---ma-
δὲ	Gf--------
προσεποιήσατο	V-3saim---
Λακεδαιμονίους	A--p---ma-
.	punct
πρὸ	R---------
δὲ	Gf--------
τῆς	S--s---fg-
Κροίσου	N--s---mg-
ἀρχῆς	N--s---fg-
πάντες	Px-p---mn-
Ἕλληνες	N--p---mn-
ἦσαν	V-3piia---
ἐλεύθεροι	A--p---mn-
:	punct
τὸ	S--s---nn-
γὰρ	D---------
Κιμμερίων	A--p---mg-
στράτευμα	N--s---nn-
τὸ	S--s---nn-
ἐπὶ	R---------
τὴν	S--s---fa-
Ἰωνίην	N--s---fa-
ἀπικόμενον	V--sapmnn-
Κροίσου	N--s---mg-
ἐὸν	V--sppann-
πρεσβύτερον	A--s---nnc
οὐ	D---------
καταστροφὴ	N--s---fn-
ἐγένετο	V-3saim---
τῶν	S--p---qg-
πολίων	N--s---fg-
ἀλλ’	C---------
ἐξ	R---------
ἐπιδρομῆς	N--s---fg-
ἁρπαγή	N--s---fn-
.	punct
ἡ	S--s---fn-
δὲ	Gf--------
ἡγεμονίη	N--s---fn-
οὕτω	D---------
περιῆλθε	V-3saia---
,	punct
ἐοῦσα	V--sppafn-
Ἡρακλειδέων	N--p---mg-
ἐς	R---------
τὸ	S--s---na-
γένος	N--s---na-
τὸ	S--s---na-
Κροίσου	N--s---mg-
,	punct
καλεομένους	V--ppppma-
δὲ	Gf--------
Μερμνάδας	N--p---ma-
.	punct
ἦν	V-3siia---
Κανδαύλης	N--s---mn-
,	punct
τὸν	Pr-s---ma-
οἱ	S--p---mn-
Ἕλληνές	N--p---mn-
Μυρσίλον	N--s---ma-
ὀνομάζουσι	V-3ppia---
,	punct
τύραννος	N--s---mn-
Σαρδίων	N--p---fg-
,	punct
ἀπόγονος	N--s---mn-
δὲ	Gf--------
Ἀλκαίου	N--s---mg-
τοῦ	S--s---og-
Ἡρακλέος	N--s---mg-
.	punct
Ἄγρων	N--s---mn-
μὲν	D---------
γὰρ	D---------
ὁ	S--s---mn-
Νίνου	N--s---fg-
τοῦ	S--s---og-
Βήλου	N--s---mg-
τοῦ	S--s---og-
Ἀλκαίου	N--s---mg-
πρῶτος	M--s---mn-
Ἡρακλειδέων	N--p---mg-
βασιλεὺς	N--s---mn-
ἐγένετο	V-3saim---
Σαρδίων	N--p---fg-
,	punct
Κανδαύλης	N--s---mn-
δὲ	Gf--------
ὁ	S--s---mn-
Μύρσου	N--s---mg-
ὕστατος	A--s---mns
.	punct
οἱ	S--p---mn-
δὲ	Gf--------
πρότερον	A--s---na-
Ἄγρωνος	N--s---mg-
βασιλεύσαντες	V--papamn-
ταύτης	Pd-s---fg-
τῆς	S--s---fg-
χώρης	N--s---fg-
ἦσαν	V-3piia---
ἀπόγονοὶ	N--p---mn-
Λυδοῦ	N--s---mg-
τοῦ	S--s---og-
Ἄτυος	N--s---mg-
,	punct
ἀπ’	R---------
ὅτευ	Pr-s---mg-
ὁ	S--s---mn-
δῆμος	N--s---mn-
Λύδιος	A--s---mn-
ἐκλήθη	V-3saip---
ὁ	S--s---mn-
πᾶς	Px-s---mn-
οὗτος	Pd-s---mn-
,	punct
πρότερον	A--s---na-
Μηίων	N--p---mg-
καλεόμενος	V--spppmn-
.	punct
παρὰ	R---------
τούτων	Pd-p---mg-
Ἡρακλεῖδαι	N--p---mn-
ἐπιτραφθέντες	V--pappmn-
ἔσχον	V-3paia---
τὴν	S--s---fa-
ἀρχήν	N--s---fa-
ἐκ	R---------
θεοπροπίου	N--s---ng-
,	punct
ἐκ	R---------
δούλης	N--s---fg-
τε	C---------
τῆς	S--s---fg-
Ἰαρδάνου	N--s---mg-
γεγονότες	V--prpamn-
καὶ	C---------
Ἡρακλέος	N--s---mg-
,	punct
ἄρξαντες	V--papamn-
μὲν	D---------
ἐπὶ	R---------
δύο	M---------
τε	C---------
καὶ	C---------
εἴκοσι	M---------
γενεᾶς	N--p---fa-
ἀνδρῶν	N--p---mg-
ἔτεα	N--p---na-
πέντε	M---------
τε	C---------
καὶ	C---------
πεντακόσια	M--p---na-
,	punct
παῖς	N--s---mn-
παρὰ	R---------
πατρὸς	N--s---mg-
ἐκδεκόμενος	V--sppmmn-
τὴν	S--s---fa-
ἀρχήν	N--s---fa-
,	punct
μέχρι	R---------
Κανδαύλεω	N--s---mg-
τοῦ	S--s---og-
Μύρσου	N--s---mg-
.	punct
οὗτος	Pd-s---mn-
δὴ	D---------
ὦν	Gf--------
ὁ	S--s---mn-
Κανδαύλης	N--s---mn-
ἠράσθη	V-3saip---
τῆς	S--s---fg-
ἑωυτοῦ	Pk3s---mg-
γυναικός	N--s---fg-
,	punct
ἐρασθεὶς	V--sappmn-
δὲ	Gf--------
ἐνόμιζέ	V-3siia---
οἱ	Pp3s---md-
εἶναι	V---pna---
γυναῖκα	N--s---fa-
πολλὸν	A--s---na-
πασέων	Px-p---fg-
καλλίστην	A--s---fas
.	punct
ὥστε	D---------
δὲ	Gf--------
ταῦτα	Pd-p---na-
νομίζων	V--sppamn-
,	punct
ἦν	V-3siia---
γάρ	Gf--------
οἱ	Pp3s---md-
τῶν	S--p---qg-
αἰχμοφόρων	N--p---mg-
Γύγης	N--s---mn-
ὁ	S--s---mn-
Δασκύλου	N--s---mg-
ἀρεσκόμενος	V--spppmn-
μάλιστα	D--------s
,	punct
τούτῳ	Pd-s---od-
τῷ	S--s---od-
Γύγῃ	N--s---md-
καὶ	D---------
τὰ	S--p---na-
σπουδαιέστερα	A--p---nac
τῶν	S--p---qg-
πρηγμάτων	N--p---ng-
ὑπερετίθετο	V-3siim---
ὁ	S--s---mn-
Κανδαύλης	N--s---mn-
καὶ	D---------
δὴ	D---------
καὶ	D---------
τὸ	S--s---na-
εἶδος	N--s---na-
τῆς	S--s---fg-
γυναικὸς	N--s---fg-
ὑπερεπαινέων	V--sppamn-
.	punct
χρόνου	N--s---mg-
δὲ	Gf--------
οὐ	D---------
πολλοῦ	A--s---og-
διελθόντος	V--sapamg-
(	punct
χρῆν	V-3siia---
(	punct
γὰρ	D---------
Κανδαύλῃ	N--s---md-
γενέσθαι	V---anm---
κακῶς	D---------
)	punct
ἔλεγε	V-3siia---
πρὸς	R---------
τὸν	S--s---ma-
Γύγην	N--s---ma-
τοιάδε	Pd-p---na-
.	punct
“	punct
Γύγη	N--s---mv-
“	punct
οὐ	D---------
γὰρ	D---------
σε	Pp2s---ma-
δοκέω	V-1spia---
πείθεσθαι	V---pnp---
μοι	Pp1s---md-
λέγοντι	V--sppamd-
περὶ	R---------
τοῦ	S--s---og-
εἴδεος	N--s---ng-
τῆς	S--s---fg-
